id, background, body, feathers, beak, beak color, eyes, eye color, eyewear, headwear, outerwear
5228, Blue, Emperor, Blue, Short, Orange, Side-eye, Blue, , , Diamond Necklace
5229, Pink, Stark, Brown, Short, Gray, Angry, Yellow, , Forest Ranger, 
5230, Purple, Crescent, Red, Long, Gray, Adorable, Epic, Eyepatch, Bucket Hat, 
5231, Purple, Tranquil, Red, Small, Gray, Open, Yellow, , Tiny Crown, 
5232, Yellow, Brave, Black, Small, Orange, Angry, Green, , Halo, 
5233, Pink, Stark, Red, Small, Gray, , , Gazelles, Lincoln, 
5234, Blue, Tranquil, Gray, Short, Gray, Side-eye, White, , Mohawk (Green), 
5235, Yellow, Guardian, Gray, Small, Orange, Heart, Epic, Monocle, , 
5236, Green, Skeleton, Bone, Short, Skeleton, Adorable, Epic, , Chromie, 
5237, Pink, Crescent, Blue, Small, Orange, Open, White, , Aviator's Cap, 
5238, Gray, Crescent, Gray, Long, Orange, Open, Red, , Wizard's Hat, 
5239, Yellow, Crescent, Gray, Short, Orange, Side-eye, Red, , Hero's Cap, Hero's Tunic
5240, Yellow, Crescent, Black, Small, Orange, Open, Yellow, , Aviator's Cap, 
5241, Gray, Tranquil, Brown, Small, Orange, Open, Blue, , Tiny Crown, Jean Jacket
5242, Pink, Stark, Green, Small, Orange, Discerning, Red, , Karate Band, 
5243, Purple, Professor, Blue, Short, Gray, Discerning, Red, Monocle, , 
5244, Green, Stark, Blue, Small, Gray, Open, Blue, , Fire, 
5245, Green, Crescent, Black, Small, Orange, Angry, Purple, , Backwards Hat, 
5246, Gray, Tabby, Brown, Short, Orange, Discerning, Red, , , 
5247, Pink, Stark, Gray, Short, Gray, Discerning, Blue, , Fire, 
5248, Yellow, Guardian, Brown, Short, Orange, Heart, Epic, , Cowboy Hat, 
5249, Yellow, Crescent, Blue, Short, Orange, Angry, Gray, , Wizard's Hat, 
5250, Blue, Crescent, Gray, Short, Orange, Open, Red, , , Hoodie
5251, Gray, Stark, Red, Small, Gray, Side-eye, White, , Bandana, Gold Chain
5252, Gray, Crescent, Purple, Long, Orange, Side-eye, Gray, Eyepatch, Beanie, 
5253, Blue, Crescent, Brown, Small, Orange, Side-eye, Green, , Mohawk (Green), 
5254, Green, Robot, Metal, Short, Robot, , , Visor, , 
5255, Pink, Crescent, Black, Short, Gray, Angry, Blue, , , 
5256, Yellow, Tabby, Purple, Long, Orange, , , Black-rimmed Glasses, Tiny Crown, 
5257, Yellow, Brave, Red, Small, Orange, Discerning, Red, , , 
5258, Green, Tranquil, Black, Short, Gray, Open, White, , Space Helmet, 
5259, Yellow, Guardian, Red, Small, Orange, Side-eye, White, , Space Helmet, 
5260, Green, Stark, Purple, Small, Gray, Relaxed, White, , Rubber Duck, 
5261, Gray, Crescent, White, Small, Gray, Angry, Purple, , Karate Band, Gold Chain
5262, Gray, Tabby, Brown, Short, Gray, , , Rose-Colored Glasses, Skully, 
5263, Green, Stark, Red, Short, Gray, Diamond, Epic, , Lincoln, Punk Jacket
5264, Pink, Tranquil, Brown, Small, Orange, Open, Red, , Crescent Talisman, 
5265, Pink, Stark, Gray, Small, Gray, Open, Gray, , , 
5266, Green, Brave, Green, Long, Orange, Open, White, , Raincloud, 
5267, Blue, Guardian, Red, Short, Gray, Open, Blue, , Bow, 
5268, Pink, Tranquil, White, Short, Gray, Angry, Red, , , 
5269, Purple, Crescent, Purple, Long, Gray, Open, Yellow, , , Diamond Necklace
5270, Gray, Crescent, Gray, Small, Orange, Open, Gray, , Forest Ranger, 
5271, Purple, Tranquil, Red, Small, Gray, Open, Green, , , 
5272, Yellow, Sage, Green, Small, Gray, Rainbow, Epic, , , 
5273, Gray, Guardian, Blue, Small, Orange, Relaxed, Gray, , Space Helmet, 
5274, Gray, Crescent, White, Short, Gray, Angry, Blue, , Headphones, 
5275, Purple, Tranquil, Black, Small, Gray, Open, Red, , Headphones, 
5276, Yellow, Crescent, Brown, Long, Orange, Relaxed, Blue, , Beanie, 
5277, Gray, Stark, Red, Short, Gray, Open, Green, , Pirate's Hat, 
5278, Gray, Stark, Gray, Short, Orange, , , Sunglasses, Headband, 
5279, Gray, Tabby, Pink, Short, Orange, Open, Gray, , , 
5280, Pink, Tranquil, Brown, Short, Gray, Relaxed, Red, Monocle, , 
5281, Blue, Stark, Gray, Short, Orange, Open, Gray, , Queen's Crown, 
5282, Blue, Crescent, Gray, Short, Orange, Discerning, Green, , , Bomber Jacket
5283, Blue, Crescent, Black, Short, Gray, Angry, White, , Durag, 
5284, Green, Professor, Pink, Long, Gray, Open, Blue, Big Tech, Halo, 
5285, Blue, Crescent, Brown, Short, Gray, Discerning, White, , Beanie, Diamond Necklace
5286, Yellow, Guardian, Purple, Small, Orange, Angry, White, , , 
5287, Gray, Crescent, Purple, Short, Orange, Discerning, Green, , Tiara, 
5288, Gray, Stark, Red, Short, Orange, Open, White, , , 
5289, Gray, Crescent, Blue, Short, Orange, Angry, Blue, , Lincoln, Diamond Necklace
5290, Blue, Crescent, Black, Long, Orange, Open, Green, , , Hoodie
5291, Blue, Stark, Purple, Short, Orange, Discerning, White, , Fire, 
5292, Green, Brave, White, Short, Orange, , , 3D Glasses, , Bomber Jacket
5293, Gray, Stark, Blue, Long, Gray, Relaxed, White, , Aviator's Cap, 
5294, Green, Tabby, Pink, Short, Gray, Discerning, Yellow, , Forest Ranger, 
5295, Green, Crescent, Brown, Short, Gray, Angry, Purple, , Forest Ranger, 
5296, Gray, Emperor, Gray, Small, Orange, Relaxed, Blue, , , 
5297, Gray, Tranquil, Gray, Long, Orange, Discerning, Purple, , Tiara, Jean Jacket
5298, Purple, Crescent, Red, Short, Gray, Diamond, Epic, , , Hoodie
5299, Pink, Stark, Green, Short, Gray, Adorable, Epic, , Aviator's Cap, 
5300, Pink, Stark, Purple, Short, Gray, , , 3D Glasses, Fire, 
5301, Gray, Stark, Red, Short, Orange, Side-eye, Blue, , , 
5302, Purple, Brave, Red, Small, Gray, Discerning, Green, , Skully, 
5303, Blue, Guardian, Green, Small, Gray, Side-eye, Red, , Dancing Flame, 
5304, Yellow, Crescent, Brown, Short, Gray, Side-eye, Green, , Aviator's Cap, 
5305, Blue, Guardian, Blue, Short, Orange, Angry, Green, Eyepatch, Tiara, 
5306, Gray, Tranquil, Brown, Small, Gray, Adorable, Epic, , Space Helmet, 
5307, Green, Tabby, Gray, Short, Orange, Moon, Epic, , Headband, 
5308, Blue, Crescent, White, Small, Orange, Open, Green, , , Hoodie Down
5309, Purple, Brave, Gray, Small, Orange, Rainbow, Epic, , , 
5310, Gray, Brave, White, Small, Gray, Relaxed, White, , Bow, 
5311, Green, Professor, Black, Small, Gray, Side-eye, Blue, , , 
5312, Green, Professor, Red, Short, Gray, Discerning, Gray, , , Jean Jacket
5313, Green, Tranquil, Blue, Small, Gray, Relaxed, Blue, , Mohawk (Pink), 
5314, Pink, Crescent, Brown, Short, Orange, Open, Yellow, , Mohawk (Pink), 
5315, Green, Crescent, Brown, Small, Orange, , , Rose-Colored Glasses, Bucket Hat, 
5316, Yellow, Professor, White, Short, Gray, Side-eye, Green, , , 
5317, Pink, Emperor, Black, Small, Gray, Side-eye, White, Eyepatch, Dancing Flame, 
5318, Purple, Robot, Metal, Long, Robot, Angry, Robot, , Flower, Punk Jacket
5319, Green, Crescent, Gray, Long, Orange, Open, Yellow, , Bandana, 
5320, Pink, Crescent, Purple, Long, Orange, Heart, Epic, , Witch's Hat, 
5321, Gray, Stark, Blue, Short, Orange, Side-eye, Gray, , Aviator's Cap, Gold Chain
5322, Yellow, Tabby, Black, Short, Gray, Open, Green, , Queen's Crown, 
5323, Yellow, Crescent, Blue, Short, Orange, Open, Purple, , Durag, 
5324, Pink, Tranquil, Purple, Long, Orange, Side-eye, Green, , Queen's Crown, 
5325, Gray, Crescent, White, Small, Orange, , , Rose-Colored Glasses, Tiara, 
5326, Green, Tranquil, Gray, Small, Orange, , , Visor, , Hoodie Down
5327, Gray, Crescent, Brown, Long, Orange, Relaxed, White, , Witch's Hat, Gold Chain
5328, Green, Guardian, White, Short, Gray, Open, Gray, , Cowboy Hat, 
5329, Yellow, Tabby, Brown, Small, Gray, , , Jobs Glasses, , 
5330, Green, Stark, Red, Short, Orange, Diamond, Epic, , Moon Hat, 
5331, Blue, Brave, Pink, Small, Gray, , , Aviators, , Punk Jacket
5332, Gray, Robot, Metal, Short, Robot, Angry, Robot, , Bucket Hat, Hoodie Down
5333, Purple, Tabby, Gray, Small, Gray, Open, Gray, , Backwards Hat, 
5334, Pink, Crescent, Pink, Short, Gray, Adorable, Epic, , , 
5335, Purple, Tranquil, Green, Small, Gray, Open, Green, , , 
5336, Blue, Stark, White, Short, Orange, Open, White, , Mohawk (Pink), Punk Jacket
5337, Purple, Crescent, Red, Long, Gray, Relaxed, Green, , Pirate's Hat, 
5338, Blue, Tabby, Gray, Small, Gray, Relaxed, Red, , Crescent Talisman, 
5339, Pink, Crescent, Gray, Short, Gray, Side-eye, Purple, , Fire, 
5340, Pink, Guardian, Purple, Short, Orange, Open, Red, , Queen's Crown, 
5341, Green, Tranquil, Gray, Short, Gray, Open, White, Eyepatch, , 
5342, Blue, Stark, Black, Short, Gray, Side-eye, Green, , Moon Hat, 
5343, Yellow, Guardian, Pink, Long, Orange, , , Aviators, , 
5344, Blue, Guardian, Red, Small, Orange, Side-eye, Green, , Cowboy Hat, 
5345, Green, Crescent, Red, Short, Orange, , , 3D Glasses, Mohawk (Green), 
5346, Pink, Stark, Red, Long, Orange, Side-eye, Blue, , Skully, 
5347, Gray, Professor, Brown, Short, Gray, Side-eye, Red, , Crescent Talisman, 
5348, Green, Crescent, Blue, Short, Orange, Open, Red, , Aviator's Cap, 
5349, Pink, Crescent, Gray, Long, Gray, , , Gazelles, , 
5350, Purple, Crescent, Brown, Short, Gray, Open, Blue, , Bandana, 
5351, Gray, Crescent, Gray, Short, Orange, Angry, Purple, , , Hoodie
5352, Blue, Stark, Gray, Small, Orange, Open, White, , Moon Hat, 
5353, Gray, Crescent, Purple, Long, Orange, Moon, Epic, , Lincoln, 
5354, Gray, Crescent, Gray, Small, Gray, Side-eye, Yellow, , Fire, 
5355, Pink, Crescent, Purple, Short, Gray, Relaxed, Gray, , , Hoodie
5356, Pink, Crescent, Black, Small, Orange, Discerning, Purple, , Captain's Cap, 
5357, Gray, Crescent, White, Long, Gray, , , Gazelles, Beanie, 
5358, Pink, Crescent, Red, Small, Gray, , , Jobs Glasses, , 
5359, Blue, Crescent, Gray, Small, Gray, Angry, Red, , Diamond, 
5360, Gray, Stark, Black, Small, Gray, Discerning, White, , Halo, 
5361, Green, Stark, Purple, Short, Orange, Discerning, Blue, , Captain's Cap, 
5362, Yellow, Robot, Metal, Long, Robot, , , Visor, Chromie, 
5363, Pink, Tabby, White, Short, Orange, Relaxed, Gray, , Tiny Crown, 
5364, Yellow, Robot, Metal, Short, Robot, Open, Robot, , Cowboy Hat, Punk Jacket
5365, Yellow, Crescent, Blue, Short, Gray, Angry, Yellow, , Fire, 
5366, Purple, Crescent, Pink, Short, Gray, Angry, White, , Captain's Cap, 
5367, Yellow, Tranquil, Green, Small, Gray, Open, Purple, , Karate Band, Gold Chain
5368, Pink, Brave, White, Small, Gray, Adorable, Epic, Monocle, Grail, 
5369, Pink, Crescent, Blue, Small, Gray, Open, Gray, , Moon Hat, 
5370, Green, Skeleton, Bone, Small, Skeleton, Open, Skeleton, Eyepatch, Gremplin, 
5371, Blue, Crescent, Gray, Short, Orange, Relaxed, Gray, , Queen's Crown, 
5372, Pink, Crescent, Blue, Small, Orange, , , Visor, Beanie, 
5373, Gray, Stark, White, Long, Orange, , , Visor, , 
5374, Green, Guardian, Gray, Short, Orange, Relaxed, Blue, , Cowboy Hat, 
5375, Gray, Crescent, Red, Small, Gray, Angry, Green, , Grail, 
5376, Green, Professor, Gray, Long, Gray, , , Rose-Colored Glasses, , 
5377, Green, Professor, Purple, Short, Gray, Open, Blue, , , 
5378, Green, Tranquil, Black, Small, Orange, , , Jobs Glasses, Space Helmet, 
5379, Yellow, Crescent, Purple, Short, Gray, Open, Green, , Aviator's Cap, 
5380, Pink, Tabby, Gray, Short, Gray, Open, Yellow, , , Gold Chain
5381, Yellow, Stark, White, Short, Gray, , , Sunglasses, Space Helmet, 
5382, Green, Skeleton, Bone, Long, Skeleton, Relaxed, Skeleton, , Mohawk (Green), 
5383, Blue, Tabby, Red, Short, Gray, , , Rose-Colored Glasses, Bow, 
5384, Purple, Tranquil, Blue, Small, Orange, Open, Yellow, , Grail, 
5385, Purple, Tabby, Purple, Short, Orange, Side-eye, Yellow, , Space Helmet, 
5386, Purple, Tranquil, Black, Short, Orange, Heart, Epic, , , 
5387, Gray, Tabby, Brown, Small, Orange, Moon, Epic, Eyepatch, , 
5388, Blue, Crescent, Blue, Short, Gray, Side-eye, Gray, , , 
5389, Green, Stark, Red, Long, Orange, , , Sunglasses, Halo, 
5390, Pink, Crescent, Brown, Small, Gray, , , Black-rimmed Glasses, Wizard's Hat, 
5391, Blue, Crescent, Brown, Short, Gray, Open, White, , , 
5392, Purple, Tranquil, Brown, Short, Orange, Angry, Red, , Gremplin, 
5393, Green, Crescent, Black, Small, Orange, Rainbow, Epic, , Halo, 
5394, Gray, Tabby, Red, Short, Orange, Moon, Epic, , , Hoodie Down
5395, Blue, Crescent, Green, Short, Gray, Discerning, Red, , Hero's Cap, Hero's Tunic
5396, Purple, Crescent, Brown, Short, Gray, Side-eye, White, , Fire, Hoodie Down
5397, Green, Tranquil, Purple, Small, Gray, Discerning, Red, , , 
5398, Green, Professor, Red, Long, Orange, Side-eye, Red, , Karate Band, 
5399, Green, Tabby, Brown, Short, Gray, , , Visor, Backwards Hat, 
5400, Gray, Crescent, Black, Short, Gray, Fire, Epic, , , Hoodie Down
5401, Yellow, Guardian, Purple, Long, Gray, Side-eye, Red, Eyepatch, , 
5402, Green, Stark, Brown, Small, Orange, Rainbow, Epic, , Aviator's Cap, 
5403, Pink, Tranquil, Red, Long, Orange, Relaxed, Green, , Headband, 
5404, Purple, Emperor, Pink, Small, Gray, Angry, White, , Karate Band, 
5405, Gray, Crescent, Purple, Short, Gray, Relaxed, Blue, , Wizard's Hat, Jean Jacket
5406, Blue, Tranquil, Brown, Short, Orange, , , 3D Glasses, Mohawk (Pink), 
5407, Purple, Crescent, Brown, Short, Gray, Relaxed, Yellow, , Bucket Hat, 
5408, Green, Tranquil, Gray, Small, Orange, Open, Yellow, , Bandana, 
5409, Yellow, Stark, White, Short, Gray, Open, Purple, , Captain's Cap, 
5410, Yellow, Crescent, Black, Short, Orange, Relaxed, Gray, , Durag, 
5411, Yellow, Tabby, White, Long, Orange, Angry, White, , Headphones, 
5412, Purple, Crescent, Brown, Short, Orange, Side-eye, Purple, , , 
5413, Purple, Crescent, Brown, Short, Orange, Open, Blue, , Cowboy Hat, 
5414, Purple, Tabby, Green, Long, Orange, Side-eye, Green, , Bandana, Jean Jacket
5415, Pink, Tranquil, Blue, Short, Orange, , , Black-rimmed Glasses, , 
5416, Pink, Crescent, Purple, Small, Orange, Adorable, Epic, Half-moon Spectacles, Grail, Punk Jacket
5417, Green, Brave, Brown, Small, Gray, Moon, Epic, , , 
5418, Gray, Stark, Pink, Small, Orange, Open, Purple, , Mohawk (Green), 
5419, Blue, Crescent, Blue, Short, Gray, Open, Yellow, , Aviator's Cap, 
5420, Yellow, Crescent, Gray, Small, Orange, , , Rose-Colored Glasses, Witch's Hat, 
5421, Blue, Guardian, Gray, Small, Orange, Discerning, Green, , Queen's Crown, 
5422, Pink, Crescent, Gray, Small, Orange, Open, Red, Half-moon Spectacles, , Punk Jacket
5423, Green, Crescent, Red, Short, Orange, Angry, White, , Headphones, 
5424, Blue, Guardian, Blue, Small, Orange, Adorable, Epic, , , Gold Chain
5425, Pink, Crescent, Black, Small, Gray, Angry, Yellow, , Aviator's Cap, 
5426, Gray, Skeleton, Bone, Short, Skeleton, , , Sunglasses, Captain's Cap, 
5427, Purple, Crescent, Red, Small, Gray, Discerning, Red, , Lincoln, Gold Chain
5428, Blue, Professor, Purple, Small, Orange, Open, Gray, , Halo, 
5429, Gray, Crescent, Blue, Small, Gray, Heart, Epic, , Witch's Hat, 
5430, Pink, Stark, Brown, Short, Gray, , , Aviators, Dancing Flame, 
5431, Pink, Tranquil, Purple, Short, Gray, , , Gazelles, , 
5432, Purple, Tabby, Green, Short, Orange, Open, Red, , Grail, 
5433, Blue, Crescent, Red, Long, Gray, Side-eye, Yellow, , Beanie, 
5434, Purple, Crescent, Red, Short, Gray, Angry, Yellow, , Mohawk (Green), 
5435, Green, Crescent, Gray, Short, Gray, , , Aviators, Chromie, 
5436, Blue, Stark, Red, Small, Gray, Relaxed, Yellow, , Space Helmet, 
5437, Gray, Emperor, Purple, Small, Gray, Side-eye, Green, , , 
5438, Yellow, Crescent, Black, Long, Orange, Side-eye, Yellow, , Wizard's Hat, Jean Jacket
5439, Purple, Stark, Brown, Small, Orange, Diamond, Epic, , , 
5440, Pink, Stark, Blue, Long, Gray, Side-eye, Blue, , Fire, 
5441, Gray, Stark, Purple, Long, Gray, Open, Green, , Tiara, 
5442, Gray, Tranquil, Brown, Small, Orange, Relaxed, Gray, , , 
5443, Gray, Crescent, Brown, Long, Orange, Open, Red, , Wizard's Hat, 
5444, Yellow, Sage, Red, Small, Orange, Discerning, White, , Bandana, 
5445, Purple, Tranquil, Green, Small, Gray, Open, Blue, , Bow, 
5446, Blue, Crescent, Red, Short, Orange, , , Sunglasses, Lincoln, 
5447, Purple, Crescent, Black, Short, Orange, Relaxed, Red, , Hero's Cap, Hero's Tunic
5448, Green, Crescent, Blue, Small, Orange, Side-eye, Blue, , Captain's Cap, 
5449, Yellow, Crescent, Gray, Short, Orange, Open, Purple, , Headphones, 
5450, Green, Tabby, White, Small, Gray, Side-eye, Yellow, , Rubber Duck, 
5451, Green, Brave, Brown, Small, Gray, Side-eye, Purple, , , Punk Jacket
5452, Yellow, Tranquil, Gray, Short, Gray, Open, Green, , Skully, 
5453, Green, Tranquil, Gray, Short, Orange, Relaxed, Blue, , Headband, 
5454, Pink, Crescent, White, Small, Gray, Discerning, Yellow, , Beanie, 
5455, Yellow, Tabby, Brown, Short, Gray, Heart, Epic, , Fire, 
5456, Pink, Crescent, White, Small, Orange, , , Rose-Colored Glasses, Fire, 
5457, Pink, Crescent, Brown, Short, Orange, Heart, Epic, , Beanie, 
5458, Yellow, Stark, Pink, Long, Gray, , , Sunglasses, Mohawk (Pink), 
5459, Green, Crescent, Red, Long, Gray, Open, White, , Mohawk (Green), 
5460, Green, Tabby, Pink, Short, Orange, , , Gazelles, , 
5461, Yellow, Brave, Green, Short, Orange, Open, Blue, Eyepatch, Bow, 
5462, Blue, Robot, Metal, Short, Robot, Angry, Robot, , Diamond, Hoodie Down
5463, Purple, Robot, Metal, Small, Robot, Open, Robot, , Fire, Hoodie Down
5464, Pink, Brave, Red, Long, Orange, Open, White, , Crescent Talisman, 
5465, Gray, Stark, Red, Short, Orange, Open, Yellow, , Lincoln, Hoodie Down
5466, Gray, Crescent, Blue, Short, Orange, , , Rose-Colored Glasses, , 
5467, Yellow, Sage, Blue, Small, Gray, Side-eye, Red, , , Punk Jacket
5468, Pink, Emperor, Black, Long, Gray, Open, Yellow, Big Tech, , 
5469, Yellow, Crescent, Brown, Short, Gray, Side-eye, Blue, , Backwards Hat, 
5470, Green, Tabby, Brown, Long, Gray, Moon, Epic, , , Gold Chain
5471, Purple, Tabby, Red, Long, Gray, Adorable, Epic, , Raincloud, 
5472, Green, Crescent, Black, Short, Orange, Adorable, Epic, , Moon Hat, 
5473, Pink, Crescent, Purple, Small, Gray, Discerning, Purple, , Moon Hat, 
5474, Yellow, Crescent, Black, Short, Gray, , , Gazelles, , 
5475, Pink, Guardian, Red, Small, Orange, Angry, Green, , , Punk Jacket
5476, Yellow, Crescent, Blue, Small, Gray, Discerning, Yellow, , Hero's Cap, Hero's Tunic
5477, Blue, Golden, Legendary Crescent, Small, Golden, Open, Golden, Half-moon Spectacles, , 
5478, Pink, Tabby, Blue, Short, Orange, Heart, Epic, Monocle, Bandana, 
5479, Pink, Stark, Purple, Short, Orange, Fire, Epic, , Halo, 
5480, Yellow, Tabby, Purple, Short, Gray, Discerning, Green, , , 
5481, Purple, Tabby, Black, Short, Gray, , , Black-rimmed Glasses, , 
5482, Purple, Emperor, Blue, Small, Gray, Relaxed, Yellow, , , 
5483, Yellow, Brave, Red, Small, Orange, Discerning, Yellow, , Karate Band, 
5484, Yellow, Crescent, Purple, Small, Orange, Side-eye, Green, , Lincoln, 
5485, Yellow, Crescent, Red, Long, Gray, Discerning, Red, , Halo, Diamond Necklace
5486, Gray, Tranquil, Blue, Short, Gray, Discerning, White, , Skully, 
5487, Gray, Guardian, Blue, Long, Gray, , , 3D Glasses, Bow, 
5488, Green, Guardian, Pink, Small, Orange, Discerning, Gray, , Space Helmet, 
5489, Pink, Crescent, Red, Short, Orange, Angry, Yellow, , Wizard's Hat, 
5490, Green, Guardian, Purple, Long, Gray, , , Jobs Glasses, Queen's Crown, 
5491, Gray, Stark, Black, Long, Orange, Discerning, Red, , Fire, 
5492, Gray, Tabby, Green, Long, Gray, Open, Red, Monocle, , 
5493, Pink, Stark, Black, Small, Gray, Open, Gray, , Captain's Cap, 
5494, Pink, Robot, Metal, Long, Robot, Open, Robot, , , Hoodie Down
5495, Purple, Brave, Black, Long, Gray, Discerning, Yellow, , Halo, 
5496, Gray, Tabby, Red, Short, Gray, Angry, Purple, , Backwards Hat, 
5497, Green, Crescent, Brown, Short, Orange, Angry, Green, , , 
5498, Purple, Tabby, Red, Short, Gray, Angry, Red, , , Bomber Jacket
5499, Green, Stark, Brown, Short, Gray, , , Jobs Glasses, Space Helmet, 
5500, Green, Tabby, Brown, Small, Orange, Open, Red, , Forest Ranger, Punk Jacket
5501, Pink, Stark, Red, Small, Gray, Angry, Red, Monocle, Halo, 
